type_1,type_2,buy_price,sale_price,product_id
上衣,T恤,76,90,S000354
鞋子,凉鞋,137,143,S008524
鞋子,跑鞋,114,128,S002227
上衣,羽绒服,99,142,S009147
上衣,羽绒服,80,127,S004845
上衣,羽绒服,152,175,S006563
鞋子,拖鞋,79,117,S004417
裤子,游泳裤,62,73,S008325
鞋子,凉鞋,136,170,S000564
上衣,冲锋衣,162,189,S009970
裤子,中裤,87,126,S000034
鞋子,凉鞋,180,187,S009195
上衣,羽绒服,117,134,S009919
上衣,羽绒服,89,104,S009311
上衣,羽绒服,54,77,S003596
上衣,T恤,187,223,S002272
裤子,长裤,131,173,S003871
鞋子,拖鞋,144,193,S002890
裤子,中裤,128,140,S003586
鞋子,跑鞋,150,159,S002529
鞋子,凉鞋,195,224,S002907
裤子,游泳裤,165,194,S006927
裤子,长裤,65,85,S007972
裤子,长裤,116,125,S007410
上衣,冲锋衣,194,210,S006781
裤子,中裤,181,193,S006027
鞋子,跑鞋,199,248,S007503
鞋子,拖鞋,73,76,S005315
鞋子,拖鞋,65,98,S000312
鞋子,拖鞋,172,181,S008045
裤子,中裤,63,112,S007955
鞋子,跑鞋,123,146,S005803
鞋子,拖鞋,85,130,S007348
裤子,游泳裤,63,112,S005308
上衣,羽绒服,70,106,S007998
鞋子,凉鞋,117,136,S006374
鞋子,凉鞋,147,151,S009677
上衣,T恤,54,100,S008960
鞋子,凉鞋,110,119,S001013
鞋子,拖鞋,94,111,S005329
鞋子,凉鞋,114,160,S000836
裤子,游泳裤,104,124,S000799
裤子,中裤,86,135,S000032
上衣,T恤,99,126,S003917
上衣,羽绒服,174,223,S006862
上衣,冲锋衣,98,106,S001866
裤子,游泳裤,140,160,S005293
上衣,冲锋衣,166,207,S002226
裤子,中裤,163,179,S001892
上衣,羽绒服,119,142,S003804
鞋子,拖鞋,142,177,S001480
上衣,冲锋衣,114,146,S003209
上衣,T恤,182,224,S005306
裤子,游泳裤,57,64,S005432
鞋子,拖鞋,163,184,S001588
鞋子,拖鞋,189,204,S003918
裤子,中裤,197,226,S006667
鞋子,凉鞋,151,182,S007436
上衣,T恤,72,86,S003094
上衣,T恤,114,125,S000662
鞋子,跑鞋,167,188,S002131
裤子,长裤,142,147,S006794
裤子,游泳裤,61,65,S003155
上衣,冲锋衣,102,116,S005534
上衣,羽绒服,80,121,S000951
上衣,T恤,153,167,S005983
鞋子,跑鞋,85,112,S002252
上衣,T恤,86,120,S004104
裤子,中裤,73,103,S000587
鞋子,跑鞋,192,219,S000490
裤子,中裤,61,99,S002173
上衣,T恤,72,79,S009295
上衣,羽绒服,160,205,S002018
裤子,中裤,172,190,S003319
鞋子,拖鞋,75,85,S009471
鞋子,凉鞋,65,97,S005839
裤子,中裤,96,108,S003647
上衣,冲锋衣,68,117,S000374
鞋子,跑鞋,174,212,S003690
上衣,T恤,143,173,S003091
上衣,T恤,59,67,S004675
鞋子,凉鞋,128,153,S003357
上衣,T恤,189,216,S001556
上衣,羽绒服,99,103,S004966
上衣,冲锋衣,196,205,S007405
裤子,游泳裤,160,209,S009957
裤子,长裤,187,202,S005766
鞋子,凉鞋,189,224,S009587
上衣,羽绒服,153,181,S004572
上衣,羽绒服,160,169,S009590
鞋子,拖鞋,118,154,S008494
鞋子,跑鞋,143,191,S005267
鞋子,跑鞋,115,120,S001042
鞋子,跑鞋,165,180,S008089
裤子,长裤,176,196,S004391
鞋子,凉鞋,171,204,S008149
上衣,羽绒服,117,162,S003737
裤子,中裤,195,203,S003865
裤子,游泳裤,110,112,S007593
裤子,长裤,189,196,S001665
鞋子,拖鞋,59,79,S004833
鞋子,凉鞋,68,105,S004716
上衣,羽绒服,88,88,S007855
鞋子,拖鞋,54,82,S009297
鞋子,跑鞋,171,199,S003372
上衣,羽绒服,76,108,S000424
上衣,羽绒服,157,204,S008687
裤子,游泳裤,59,85,S007688
裤子,中裤,136,159,S009585
上衣,羽绒服,122,132,S003468
上衣,羽绒服,81,120,S001769
裤子,中裤,148,172,S008336
裤子,游泳裤,188,232,S003031
鞋子,拖鞋,97,112,S000361
裤子,中裤,175,190,S008637
上衣,T恤,178,181,S008694
上衣,冲锋衣,88,123,S007541
裤子,游泳裤,142,147,S001700
鞋子,跑鞋,134,147,S006208
裤子,中裤,50,53,S002400
裤子,中裤,67,116,S004046
上衣,冲锋衣,90,129,S007258
上衣,冲锋衣,111,135,S005345
鞋子,跑鞋,119,137,S005062
裤子,长裤,62,68,S007191
鞋子,跑鞋,186,235,S000610
裤子,长裤,126,166,S002669
裤子,游泳裤,178,214,S000435
鞋子,凉鞋,55,92,S001597
鞋子,凉鞋,130,177,S004672
上衣,冲锋衣,87,111,S005021
上衣,羽绒服,63,92,S007667
上衣,羽绒服,175,198,S006745
鞋子,凉鞋,56,67,S009153
上衣,T恤,99,100,S007760
裤子,长裤,115,145,S007650
上衣,冲锋衣,137,172,S005091
裤子,中裤,56,103,S009964
鞋子,凉鞋,65,96,S005553
裤子,游泳裤,170,198,S006881
上衣,冲锋衣,72,84,S006769
裤子,中裤,60,103,S008475
鞋子,凉鞋,104,104,S005979
鞋子,跑鞋,67,93,S001389
鞋子,凉鞋,128,163,S005566
上衣,冲锋衣,186,198,S009321
鞋子,跑鞋,149,178,S009681
鞋子,凉鞋,69,69,S008727
上衣,羽绒服,60,100,S001018
裤子,中裤,95,116,S009221
上衣,羽绒服,73,93,S001881
裤子,长裤,174,215,S006135
鞋子,凉鞋,94,127,S002868
裤子,长裤,181,221,S002796
上衣,羽绒服,78,78,S009366
裤子,中裤,193,221,S002518
鞋子,凉鞋,79,103,S001127
裤子,游泳裤,116,116,S006652
鞋子,跑鞋,53,63,S007713
鞋子,跑鞋,181,227,S007596
裤子,长裤,196,222,S000402
上衣,羽绒服,135,165,S009069
裤子,游泳裤,152,191,S007664
裤子,游泳裤,124,158,S004947
裤子,中裤,180,192,S000669
鞋子,拖鞋,154,196,S007163
上衣,冲锋衣,143,153,S003028
鞋子,凉鞋,119,143,S005686
裤子,中裤,155,162,S008529
裤子,长裤,86,88,S005383
裤子,中裤,160,168,S008798
上衣,T恤,169,179,S000948
上衣,T恤,129,160,S005172
上衣,冲锋衣,91,120,S003256
鞋子,拖鞋,162,177,S000855
裤子,中裤,167,196,S008808
鞋子,凉鞋,126,156,S003384
裤子,中裤,148,157,S004004
鞋子,跑鞋,185,207,S007398
鞋子,凉鞋,148,188,S002428
上衣,T恤,165,207,S005118
上衣,羽绒服,169,184,S003423
上衣,T恤,55,91,S009666
上衣,T恤,191,219,S003509
上衣,T恤,126,167,S006842
裤子,中裤,198,229,S001902
鞋子,拖鞋,86,109,S005622
裤子,长裤,52,91,S002160
裤子,游泳裤,154,163,S002305
鞋子,跑鞋,113,120,S005251
鞋子,拖鞋,142,190,S008969
上衣,T恤,115,136,S003127
上衣,T恤,196,243,S000020
上衣,冲锋衣,119,133,S007981
鞋子,拖鞋,81,99,S008206
上衣,羽绒服,117,164,S008968
上衣,羽绒服,118,128,S009028
上衣,羽绒服,135,161,S003707
上衣,羽绒服,102,118,S008344
裤子,游泳裤,105,129,S004335
裤子,长裤,98,136,S002224
鞋子,凉鞋,193,200,S004162
裤子,游泳裤,119,119,S003399
鞋子,跑鞋,81,107,S001410
裤子,游泳裤,115,115,S004317
鞋子,凉鞋,52,100,S009019
上衣,T恤,132,156,S000049
裤子,长裤,189,228,S002636
鞋子,拖鞋,161,203,S006707
上衣,羽绒服,148,181,S002728
上衣,T恤,106,106,S003358
上衣,冲锋衣,187,194,S008432
上衣,冲锋衣,69,114,S008585
裤子,中裤,104,137,S001746
上衣,羽绒服,55,104,S000400
裤子,中裤,70,94,S007043
裤子,游泳裤,137,161,S004407
上衣,冲锋衣,119,147,S001916
鞋子,凉鞋,123,159,S005961
鞋子,凉鞋,194,204,S001537
上衣,冲锋衣,144,165,S009506
裤子,长裤,87,135,S007203
鞋子,凉鞋,94,95,S008033
鞋子,跑鞋,166,192,S007455
鞋子,拖鞋,52,97,S002939
上衣,羽绒服,170,189,S006403
上衣,冲锋衣,126,157,S004293
裤子,中裤,107,118,S002052
上衣,冲锋衣,190,207,S002049
上衣,羽绒服,88,93,S007165
上衣,T恤,82,108,S009148
上衣,冲锋衣,120,150,S001381
裤子,游泳裤,127,164,S003104
鞋子,凉鞋,81,105,S001134
鞋子,凉鞋,175,210,S008641
裤子,游泳裤,196,201,S003036
裤子,中裤,102,130,S005688
鞋子,跑鞋,150,198,S008485
鞋子,跑鞋,102,135,S008709
裤子,游泳裤,82,119,S007839
鞋子,凉鞋,190,228,S005379
上衣,冲锋衣,62,103,S001120
裤子,游泳裤,114,119,S001071
上衣,羽绒服,166,173,S004655
上衣,T恤,63,106,S008375
鞋子,拖鞋,91,123,S007786
裤子,游泳裤,164,212,S000047
鞋子,跑鞋,153,166,S000225
裤子,中裤,98,145,S008386
鞋子,凉鞋,60,75,S000198
上衣,冲锋衣,96,118,S009302
鞋子,拖鞋,191,197,S006853
鞋子,跑鞋,172,181,S007563
上衣,T恤,83,120,S004058
上衣,冲锋衣,124,160,S002760
上衣,羽绒服,141,160,S008670
裤子,游泳裤,107,126,S000673
裤子,长裤,165,169,S001267
鞋子,拖鞋,62,67,S003907
鞋子,跑鞋,96,97,S002932
裤子,中裤,136,183,S003726
鞋子,凉鞋,140,161,S008766
上衣,T恤,76,109,S008155
上衣,T恤,142,185,S003565
上衣,T恤,86,130,S003943
鞋子,凉鞋,54,82,S002738
裤子,游泳裤,75,84,S008182
裤子,游泳裤,125,130,S008589
上衣,冲锋衣,88,113,S008617
上衣,羽绒服,157,187,S004148
上衣,T恤,73,102,S007645
裤子,游泳裤,137,179,S001141
裤子,游泳裤,64,112,S004133
裤子,中裤,134,182,S009512
鞋子,凉鞋,169,216,S002216
裤子,中裤,197,201,S009052
上衣,T恤,87,90,S008047
裤子,中裤,74,115,S000586
裤子,中裤,188,225,S006162
上衣,冲锋衣,147,147,S006252
裤子,长裤,174,175,S000415
裤子,游泳裤,124,130,S007132
裤子,长裤,75,103,S008107
鞋子,凉鞋,99,131,S008791
上衣,冲锋衣,88,106,S004298
鞋子,跑鞋,142,163,S001815
裤子,长裤,185,226,S008405
鞋子,凉鞋,50,67,S008070
上衣,T恤,63,76,S003670
鞋子,跑鞋,83,122,S001069
裤子,游泳裤,199,215,S000525
上衣,羽绒服,160,170,S009897
鞋子,拖鞋,193,202,S007059
上衣,羽绒服,178,225,S002934
上衣,T恤,104,112,S002746
上衣,冲锋衣,91,122,S004354
鞋子,跑鞋,122,137,S003264
上衣,冲锋衣,99,127,S002246
鞋子,跑鞋,171,187,S004257
上衣,冲锋衣,50,99,S004689
裤子,长裤,101,110,S006924
上衣,T恤,104,145,S009285
上衣,T恤,126,160,S006313
鞋子,拖鞋,97,112,S004269
上衣,T恤,164,203,S007913
鞋子,凉鞋,164,177,S001223
鞋子,跑鞋,131,140,S005473
上衣,冲锋衣,85,113,S009804
鞋子,跑鞋,101,138,S009920
裤子,游泳裤,84,91,S000707
裤子,长裤,53,73,S007973
上衣,羽绒服,110,140,S000774
鞋子,跑鞋,143,150,S001683
上衣,T恤,172,191,S005656
裤子,中裤,184,205,S003294
裤子,中裤,160,207,S006751
鞋子,拖鞋,93,136,S004276
上衣,冲锋衣,164,169,S001982
上衣,T恤,170,179,S009816
鞋子,跑鞋,51,85,S005023
上衣,冲锋衣,66,96,S007897
上衣,羽绒服,112,117,S006006
裤子,中裤,75,112,S005666
鞋子,凉鞋,189,228,S000452
上衣,T恤,196,201,S005330
鞋子,跑鞋,50,65,S001989
裤子,中裤,167,209,S007263
裤子,长裤,191,204,S003575
鞋子,拖鞋,131,179,S005463
裤子,长裤,134,170,S007817
裤子,中裤,160,162,S002337
裤子,游泳裤,180,196,S001631
鞋子,拖鞋,58,104,S009819
上衣,羽绒服,163,185,S003803
裤子,中裤,176,204,S006116
裤子,长裤,184,193,S005641
鞋子,跑鞋,188,225,S008730
上衣,羽绒服,92,114,S005676
裤子,中裤,103,110,S003477
裤子,长裤,148,176,S006914
裤子,中裤,127,151,S002695
鞋子,拖鞋,116,120,S005229
鞋子,拖鞋,101,118,S009752
鞋子,跑鞋,103,135,S006349
裤子,中裤,91,137,S008474
上衣,冲锋衣,111,133,S006282
上衣,羽绒服,109,115,S003145
裤子,游泳裤,192,218,S000709
裤子,长裤,78,123,S003919
鞋子,拖鞋,52,95,S006031
鞋子,凉鞋,182,198,S007041
裤子,游泳裤,182,192,S007940
鞋子,跑鞋,126,172,S008043
裤子,游泳裤,162,210,S007070
鞋子,拖鞋,161,190,S005880
鞋子,凉鞋,195,222,S007984
裤子,游泳裤,114,147,S005246
上衣,T恤,194,202,S000083
鞋子,拖鞋,132,142,S000251
上衣,T恤,73,111,S002802
鞋子,拖鞋,172,199,S000521
鞋子,凉鞋,60,76,S001185
鞋子,凉鞋,141,189,S007550
裤子,中裤,186,191,S008258
上衣,T恤,181,182,S003578
上衣,冲锋衣,59,59,S008121
鞋子,凉鞋,68,107,S000906
裤子,长裤,181,195,S008276
鞋子,跑鞋,120,122,S005423
鞋子,凉鞋,71,91,S005320
鞋子,凉鞋,59,90,S002350
鞋子,凉鞋,192,204,S003869
鞋子,跑鞋,92,136,S001347
上衣,冲锋衣,125,145,S000582
上衣,羽绒服,131,165,S003688
裤子,游泳裤,113,124,S000135
鞋子,跑鞋,139,163,S005980
鞋子,凉鞋,181,228,S008626
裤子,长裤,145,183,S000501
鞋子,凉鞋,110,159,S008236
鞋子,凉鞋,135,135,S004950
鞋子,跑鞋,135,136,S007552
裤子,游泳裤,144,185,S007121
鞋子,凉鞋,80,95,S005685
鞋子,拖鞋,85,124,S008683
上衣,T恤,169,170,S006425
裤子,长裤,134,168,S000891
鞋子,凉鞋,192,196,S001974
上衣,T恤,182,212,S009574
鞋子,跑鞋,105,138,S004925
裤子,游泳裤,106,152,S003847
鞋子,拖鞋,104,136,S008434
鞋子,拖鞋,105,135,S003105
上衣,T恤,131,144,S004351
鞋子,凉鞋,117,145,S008324
上衣,冲锋衣,149,165,S002204
上衣,冲锋衣,159,188,S004547
上衣,T恤,84,109,S002507
鞋子,跑鞋,144,183,S000194
裤子,长裤,127,158,S000856
上衣,羽绒服,130,133,S006595
上衣,冲锋衣,56,100,S006568
鞋子,凉鞋,129,134,S007298
裤子,中裤,114,142,S009996
鞋子,跑鞋,147,180,S008008
上衣,羽绒服,189,191,S000625
上衣,冲锋衣,124,165,S002357
上衣,羽绒服,187,198,S005222
裤子,中裤,55,56,S000445
鞋子,跑鞋,133,170,S003522
裤子,游泳裤,172,192,S008356
上衣,羽绒服,69,93,S000741
裤子,游泳裤,188,229,S003652
裤子,游泳裤,180,197,S006702
上衣,冲锋衣,155,176,S005771
上衣,冲锋衣,173,183,S004010
裤子,游泳裤,50,54,S001096
上衣,T恤,140,159,S003532
上衣,T恤,183,207,S007229
鞋子,凉鞋,165,204,S005699
裤子,长裤,88,92,S001783
裤子,游泳裤,160,185,S000732
裤子,中裤,84,114,S003308
上衣,T恤,78,105,S007374
鞋子,凉鞋,136,176,S004794
上衣,羽绒服,85,94,S002389
上衣,T恤,149,190,S001960
裤子,游泳裤,141,153,S003793
裤子,游泳裤,107,120,S002012
裤子,中裤,184,195,S002343
裤子,长裤,67,105,S004635
裤子,长裤,171,181,S008021
裤子,游泳裤,106,115,S000130
鞋子,凉鞋,52,57,S000366
鞋子,跑鞋,50,65,S004810
裤子,长裤,161,210,S003355
鞋子,拖鞋,161,187,S004546
裤子,中裤,121,163,S005352
裤子,长裤,144,149,S008233
上衣,T恤,134,162,S004053
鞋子,凉鞋,62,109,S001439
鞋子,凉鞋,56,67,S003224
裤子,长裤,163,198,S007210
上衣,羽绒服,91,103,S000881
鞋子,拖鞋,116,124,S001663
上衣,T恤,98,103,S008097
上衣,T恤,94,138,S003123
裤子,游泳裤,184,192,S007091
鞋子,拖鞋,141,157,S006368
裤子,长裤,138,186,S001861
鞋子,拖鞋,143,191,S004250
鞋子,跑鞋,178,222,S009104
裤子,游泳裤,173,221,S004108
上衣,T恤,192,200,S005337
鞋子,凉鞋,171,191,S000027
裤子,中裤,60,73,S008883
鞋子,跑鞋,190,194,S008228
鞋子,跑鞋,136,177,S002916
裤子,长裤,122,161,S001905
鞋子,凉鞋,74,120,S000885
鞋子,凉鞋,65,111,S001598
上衣,冲锋衣,186,204,S000902
上衣,羽绒服,60,67,S003395
鞋子,凉鞋,151,158,S006073
鞋子,拖鞋,68,74,S008479
上衣,冲锋衣,87,135,S004908
上衣,羽绒服,167,182,S002304
鞋子,拖鞋,162,164,S000212
裤子,中裤,199,220,S006164
鞋子,拖鞋,69,109,S009967
上衣,羽绒服,109,140,S005747
鞋子,拖鞋,165,173,S009867
上衣,T恤,181,192,S003882
鞋子,拖鞋,138,147,S008896
鞋子,凉鞋,66,89,S004138
上衣,冲锋衣,178,216,S006262
上衣,冲锋衣,96,123,S003728
鞋子,跑鞋,84,122,S008129
鞋子,拖鞋,62,75,S007919
裤子,长裤,142,153,S000519
上衣,T恤,185,227,S009108
上衣,冲锋衣,189,202,S007685
上衣,T恤,192,195,S003304
鞋子,拖鞋,141,153,S003347
裤子,游泳裤,174,201,S003906
裤子,长裤,84,100,S006466
鞋子,凉鞋,136,147,S008221
鞋子,跑鞋,71,71,S002251
裤子,游泳裤,146,185,S007237
裤子,游泳裤,71,107,S005782
上衣,羽绒服,166,182,S001342
上衣,T恤,51,60,S009602
裤子,游泳裤,163,195,S000575
裤子,长裤,137,151,S006298
裤子,中裤,55,71,S009636
上衣,冲锋衣,111,119,S004641
裤子,中裤,112,159,S008077
上衣,羽绒服,87,104,S008147
上衣,T恤,122,159,S006109
鞋子,凉鞋,199,218,S004474
上衣,羽绒服,126,156,S007759
裤子,长裤,111,121,S004038
鞋子,拖鞋,83,101,S003012
上衣,羽绒服,199,246,S004906
裤子,长裤,187,204,S002422
鞋子,拖鞋,183,214,S003828
鞋子,拖鞋,109,116,S003110
上衣,冲锋衣,52,95,S007337
上衣,冲锋衣,156,159,S002520
上衣,羽绒服,73,118,S000184
鞋子,凉鞋,114,130,S003197
上衣,冲锋衣,144,182,S003429
鞋子,凉鞋,68,74,S009673
上衣,T恤,79,114,S009282
裤子,游泳裤,94,110,S008452
上衣,T恤,59,88,S008499
鞋子,跑鞋,180,206,S002205
上衣,冲锋衣,80,127,S008268
裤子,中裤,163,175,S009049
裤子,游泳裤,153,182,S009872
裤子,中裤,168,191,S008739
裤子,中裤,53,74,S009776
上衣,羽绒服,144,191,S005758
上衣,T恤,56,93,S002416
鞋子,跑鞋,180,229,S004052
鞋子,凉鞋,98,106,S006803
鞋子,凉鞋,160,203,S003136
上衣,羽绒服,178,214,S006592
鞋子,跑鞋,55,62,S008061
上衣,T恤,72,73,S008290
上衣,T恤,187,190,S001061
鞋子,拖鞋,81,90,S005418
裤子,中裤,92,137,S007256
鞋子,跑鞋,88,113,S007019
裤子,游泳裤,98,147,S006561
裤子,长裤,114,149,S003936
裤子,中裤,174,180,S005194
上衣,冲锋衣,194,223,S008934
裤子,中裤,74,119,S006147
裤子,游泳裤,162,166,S001601
裤子,中裤,156,185,S003603
裤子,长裤,98,134,S008388
鞋子,跑鞋,119,134,S001574
裤子,长裤,114,151,S004699
上衣,羽绒服,149,176,S004888
鞋子,凉鞋,119,138,S006499
上衣,T恤,63,98,S006722
上衣,冲锋衣,52,95,S003474
鞋子,跑鞋,54,101,S002879
上衣,冲锋衣,52,66,S000685
上衣,羽绒服,80,85,S008837
鞋子,跑鞋,190,206,S008909
上衣,冲锋衣,152,181,S009477
鞋子,拖鞋,145,171,S008861
鞋子,跑鞋,117,154,S001723
鞋子,拖鞋,87,90,S003298
上衣,T恤,196,215,S009444
上衣,T恤,145,146,S001787
裤子,中裤,74,105,S001023
裤子,中裤,88,116,S002315
鞋子,拖鞋,77,91,S006369
上衣,T恤,120,128,S001662
鞋子,凉鞋,54,91,S007615
上衣,T恤,57,91,S000996
鞋子,凉鞋,82,94,S006543
裤子,游泳裤,87,100,S009191
裤子,长裤,101,109,S004618
裤子,长裤,53,67,S000187
上衣,羽绒服,72,119,S002299
鞋子,凉鞋,69,100,S009258
上衣,T恤,167,178,S002010
裤子,游泳裤,161,174,S003931
裤子,中裤,197,241,S003928
裤子,游泳裤,154,179,S007228
裤子,长裤,62,71,S004191
裤子,游泳裤,139,156,S001432
鞋子,凉鞋,57,73,S002258
裤子,中裤,147,192,S004723
上衣,羽绒服,65,73,S009745
鞋子,跑鞋,57,71,S002989
鞋子,跑鞋,109,131,S001557
上衣,冲锋衣,124,159,S001340
上衣,羽绒服,155,198,S003519
上衣,羽绒服,154,154,S009894
鞋子,拖鞋,159,183,S006668
鞋子,跑鞋,89,102,S009989
裤子,中裤,196,202,S000952
上衣,T恤,133,145,S003437
鞋子,凉鞋,142,158,S003245
裤子,游泳裤,154,187,S000012
裤子,游泳裤,171,174,S004778
鞋子,凉鞋,94,112,S003030
鞋子,凉鞋,168,212,S005094
裤子,长裤,68,72,S008469
鞋子,凉鞋,118,123,S007485
鞋子,凉鞋,107,113,S002992
上衣,T恤,175,179,S000695
上衣,T恤,165,186,S009948
上衣,冲锋衣,105,114,S007000
上衣,T恤,159,167,S001086
裤子,长裤,146,179,S002341
鞋子,凉鞋,134,175,S003610
鞋子,跑鞋,191,228,S005184
裤子,游泳裤,183,211,S000215
裤子,中裤,150,180,S002727
裤子,长裤,80,83,S008756
上衣,羽绒服,175,197,S006063
上衣,T恤,170,188,S006264
鞋子,跑鞋,195,241,S005672
上衣,T恤,187,208,S007230
裤子,中裤,58,91,S004732
上衣,羽绒服,178,215,S007718
裤子,游泳裤,176,224,S009131
鞋子,跑鞋,101,124,S004740
上衣,T恤,94,123,S000505
上衣,冲锋衣,148,148,S004852
鞋子,跑鞋,186,194,S003780
裤子,中裤,124,132,S003811
上衣,羽绒服,89,119,S004342
上衣,羽绒服,122,164,S009564
上衣,羽绒服,88,130,S000555
裤子,长裤,108,108,S006618
鞋子,凉鞋,166,182,S005449
上衣,冲锋衣,152,163,S002898
上衣,羽绒服,60,79,S009762
鞋子,拖鞋,113,124,S002631
裤子,中裤,138,154,S000852
裤子,长裤,157,191,S009642
上衣,羽绒服,121,153,S007887
鞋子,凉鞋,59,95,S004899
鞋子,拖鞋,132,151,S006523
裤子,游泳裤,110,152,S007133
裤子,长裤,159,178,S004645
上衣,T恤,196,237,S007716
上衣,羽绒服,152,192,S002265
上衣,冲锋衣,55,94,S002722
鞋子,拖鞋,60,74,S007958
上衣,冲锋衣,87,99,S005109
裤子,中裤,92,114,S003632
裤子,长裤,127,164,S006555
裤子,长裤,138,169,S006069
上衣,冲锋衣,154,201,S006628
裤子,长裤,102,143,S004996
裤子,游泳裤,183,207,S003773
裤子,游泳裤,96,121,S004385
裤子,游泳裤,113,154,S003661
裤子,中裤,151,160,S002648
裤子,游泳裤,126,138,S009329
裤子,长裤,122,165,S006210
鞋子,凉鞋,179,180,S004412
鞋子,凉鞋,101,145,S003252
上衣,冲锋衣,154,187,S002415
上衣,羽绒服,64,113,S007101
上衣,羽绒服,134,177,S001302
鞋子,跑鞋,150,191,S004821
鞋子,拖鞋,198,222,S005384
上衣,冲锋衣,122,166,S007763
上衣,T恤,199,230,S005960
鞋子,凉鞋,125,166,S001906
裤子,游泳裤,89,124,S006014
鞋子,凉鞋,62,83,S001293
上衣,冲锋衣,97,113,S006058
上衣,T恤,85,134,S006743
上衣,冲锋衣,69,99,S001629
上衣,冲锋衣,182,225,S008921
鞋子,跑鞋,185,224,S004613
上衣,冲锋衣,116,148,S009210
裤子,游泳裤,133,170,S006216
上衣,羽绒服,171,203,S008721
鞋子,跑鞋,86,92,S003152
裤子,长裤,100,147,S007799
鞋子,凉鞋,180,195,S000552
鞋子,凉鞋,82,91,S008953
裤子,中裤,188,224,S000227
鞋子,凉鞋,72,75,S008609
裤子,中裤,97,97,S008917
上衣,羽绒服,69,91,S002207
鞋子,跑鞋,127,146,S004468
上衣,冲锋衣,110,121,S005981
鞋子,凉鞋,151,175,S003280
鞋子,拖鞋,137,180,S007627
鞋子,跑鞋,196,214,S005331
裤子,游泳裤,145,194,S002447
裤子,中裤,52,64,S006956
裤子,长裤,169,196,S000522
上衣,羽绒服,108,118,S003444
上衣,T恤,160,182,S006631
鞋子,拖鞋,146,165,S006350
鞋子,凉鞋,178,194,S006180
鞋子,拖鞋,162,167,S004776
上衣,冲锋衣,101,150,S003478
裤子,长裤,126,130,S009398
鞋子,凉鞋,135,143,S003167
裤子,长裤,80,120,S001423
裤子,长裤,102,145,S002353
上衣,羽绒服,64,96,S006190
鞋子,凉鞋,146,182,S006266
上衣,冲锋衣,176,217,S005939
鞋子,拖鞋,141,159,S003756
裤子,长裤,116,157,S000862
上衣,羽绒服,188,199,S000207
鞋子,凉鞋,55,66,S007568
上衣,冲锋衣,88,103,S005684
鞋子,凉鞋,58,68,S003403
裤子,游泳裤,86,106,S002604
裤子,游泳裤,141,180,S002461
裤子,长裤,178,219,S000467
鞋子,凉鞋,78,104,S006901
鞋子,拖鞋,184,206,S007285
裤子,长裤,62,85,S008862
上衣,冲锋衣,104,115,S004218
鞋子,拖鞋,65,112,S000330
裤子,中裤,105,113,S004707
上衣,T恤,199,209,S001239
鞋子,拖鞋,81,96,S005347
裤子,中裤,155,180,S000306
裤子,游泳裤,146,182,S002860
裤子,中裤,113,115,S001868
裤子,长裤,126,138,S003016
鞋子,跑鞋,171,181,S008834
裤子,中裤,195,240,S009725
鞋子,跑鞋,155,163,S001335
上衣,羽绒服,181,189,S005631
鞋子,拖鞋,66,109,S005311
上衣,T恤,63,97,S005905
上衣,羽绒服,144,177,S000500
裤子,中裤,66,78,S004462
裤子,长裤,50,90,S005971
裤子,游泳裤,142,150,S009969
上衣,T恤,153,186,S003624
上衣,羽绒服,162,167,S009906
鞋子,凉鞋,87,121,S006591
裤子,游泳裤,96,116,S001993
上衣,冲锋衣,170,208,S007406
裤子,游泳裤,180,212,S003956
上衣,T恤,121,123,S009157
上衣,冲锋衣,128,156,S000015
裤子,长裤,88,135,S008616
裤子,中裤,137,171,S004967
裤子,游泳裤,65,86,S006185
鞋子,跑鞋,162,180,S004441
上衣,羽绒服,75,89,S008114
鞋子,凉鞋,111,125,S005690
上衣,羽绒服,167,213,S007051
鞋子,凉鞋,123,133,S007707
上衣,羽绒服,175,213,S004779
鞋子,凉鞋,78,127,S001118
裤子,游泳裤,88,125,S007846
裤子,游泳裤,54,63,S008181
鞋子,拖鞋,154,191,S009056
裤子,游泳裤,147,170,S008132
上衣,冲锋衣,98,109,S009607
裤子,中裤,140,184,S004185
裤子,中裤,111,154,S007529
上衣,羽绒服,99,113,S003079
鞋子,凉鞋,138,167,S004020
鞋子,跑鞋,60,66,S009395
裤子,游泳裤,150,190,S002988
上衣,T恤,65,80,S004189
鞋子,凉鞋,102,114,S002110
上衣,羽绒服,166,200,S001856
上衣,羽绒服,157,157,S007628
裤子,游泳裤,104,139,S006957
鞋子,拖鞋,70,93,S007967
上衣,冲锋衣,145,154,S004157
上衣,T恤,75,116,S004568
裤子,游泳裤,87,133,S003761
上衣,羽绒服,81,83,S009820
裤子,中裤,69,70,S008207
上衣,T恤,183,208,S004270
裤子,中裤,190,227,S001921
鞋子,凉鞋,151,154,S003668
上衣,冲锋衣,83,130,S001790
鞋子,跑鞋,176,179,S001676
鞋子,跑鞋,183,202,S009105
鞋子,拖鞋,109,135,S002388
裤子,长裤,137,172,S006841
上衣,羽绒服,170,219,S005810
鞋子,拖鞋,182,204,S004548
上衣,羽绒服,187,220,S001901
上衣,羽绒服,106,123,S007920
鞋子,凉鞋,166,200,S003366
裤子,游泳裤,136,149,S004366
裤子,长裤,121,150,S007705
裤子,游泳裤,95,95,S003686
